n,threshold,hr,category,ate,lower_ci,upper_ci
104,35,10,is_surgical,-83.64828025546765,-117.13688198846012,-52.22871461220811
90,36,10,is_surgical,-80.98645110500027,-112.31128115967962,-53.59540024299022
83,37,10,is_surgical,-77.38570543119911,-111.12574019842637,-48.438932822961306
70,38,10,is_surgical,-69.88707641722459,-110.94710111687343,-31.89789207875495
59,39,10,is_surgical,-45.340088149641986,-79.51904148122722,-4.284197458690528
49,40,10,is_surgical,-25.92725834044748,-82.56248037253636,30.24691205365528
2539,5,11,is_surgical,-34.491777203645086,-46.74752671659979,-19.207194020705174
2502,6,11,is_surgical,-35.45900231356012,-44.625883156051714,-22.800937539511608
2471,7,11,is_surgical,-37.92266410990999,-49.615598632426554,-27.250430003960048
2429,8,11,is_surgical,-33.11034432474969,-44.63806758964057,-22.927331644303422
2371,9,11,is_surgical,-35.230413758655175,-46.14227651462636,-26.912437156846863
2302,10,11,is_surgical,-34.27862374932107,-43.343035602530904,-25.78425626225902
2224,11,11,is_surgical,-36.13300334720407,-44.74072552661727,-27.73955840959286
2134,12,11,is_surgical,-37.326899390774656,-44.51348105540342,-29.46508269471559
2004,13,11,is_surgical,-44.5211995096397,-51.26861980962775,-37.321361432622496
1813,14,11,is_surgical,-53.78489641845317,-60.53119010720175,-47.52414323953252
1650,15,11,is_surgical,-55.97808624759119,-62.50748359744841,-49.483780484965564
1489,16,11,is_surgical,-56.129821862982624,-63.130500666010846,-49.933249386582474
1326,17,11,is_surgical,-58.5388506703934,-64.67515756213012,-52.99086810188996
1177,18,11,is_surgical,-61.58152226150733,-68.31972760950441,-56.42672442153997
1025,19,11,is_surgical,-61.611379048182926,-69.16215695854189,-55.41027202693655
898,20,11,is_surgical,-62.287434167153776,-69.46301188656975,-55.51067149469944
777,21,11,is_surgical,-64.23710121279211,-71.42139151806785,-57.34091717315593
661,22,11,is_surgical,-64.74741219478446,-72.15420936273759,-59.28537597203777
562,23,11,is_surgical,-66.73490716987874,-73.22038153613428,-61.157231087187
483,24,11,is_surgical,-68.91651903000471,-75.43838863314912,-61.437216493223815
425,25,11,is_surgical,-68.13624186837114,-73.9022493264817,-59.628701531667275
366,26,11,is_surgical,-67.96244896958024,-78.84040834857481,-59.60551382165809
315,27,11,is_surgical,-66.04788524550327,-76.47671763906706,-57.181466225818554
276,28,11,is_surgical,-66.97021366687258,-78.50173841007654,-55.79740853348622
237,29,11,is_surgical,-64.7680141268772,-74.95213934911163,-52.61817870924014
213,30,11,is_surgical,-69.29484795017339,-78.84028561464902,-57.6444762703799
177,31,11,is_surgical,-66.72202171759255,-76.04141662853289,-53.37105386933516
149,32,11,is_surgical,-66.5155689498059,-81.92850523024245,-50.862678592091015
131,33,11,is_surgical,-64.30174239290588,-80.43716752787725,-48.26395679059402
112,34,11,is_surgical,-66.35706065676848,-86.47379825339564,-49.92710560287651
97,35,11,is_surgical,-72.66409273404113,-96.85070705066008,-54.11242414609609
86,36,11,is_surgical,-71.87777689795809,-101.86864563089185,-50.1061871457066
78,37,11,is_surgical,-74.02495213409168,-93.09606827803674,-52.9190482272154
63,38,11,is_surgical,-63.796414195208854,-91.4934391323713,-28.471019673897615
53,39,11,is_surgical,-63.734489439982156,-89.79029553221099,-35.10015812284104
46,40,11,is_surgical,-67.01745150016902,-87.2880606956976,-36.69033126345221
2350,5,12,is_surgical,-47.71123650452563,-59.56046379081232,-34.29053249447992
2311,6,12,is_surgical,-42.97005074982337,-54.91746919497439,-31.308540311069294
2279,7,12,is_surgical,-38.05229001393394,-48.710520054610356,-29.55108110713246
2239,8,12,is_surgical,-36.30857585335997,-46.94876024872781,-26.868557515012924
2199,9,12,is_surgical,-40.547226111806935,-49.32065902490717,-31.70081534488216
2132,10,12,is_surgical,-36.432727744222234,-46.00703119632112,-26.627611839439282
2058,11,12,is_surgical,-40.71382399730473,-47.40023076946636,-33.348636740969425
1985,12,12,is_surgical,-42.355822548136814,-50.26667361146278,-35.82990062670936
1878,13,12,is_surgical,-45.15004746968046,-53.09923851827989,-38.72713560736187
1724,14,12,is_surgical,-53.491523132248886,-61.637499447930935,-48.81754736802594
1556,15,12,is_surgical,-53.25400168233858,-61.702761742019675,-47.0377712868152
1433,16,12,is_surgical,-56.34732513884498,-61.256816519380436,-50.89880920398636
1291,17,12,is_surgical,-56.55012401935127,-63.74173165929247,-51.86564889226946
1148,18,12,is_surgical,-61.01075597236357,-66.10333150536721,-54.797081304966326
994,19,12,is_surgical,-61.12473554091372,-67.31677088853817,-54.08741853176815
883,20,12,is_surgical,-62.29361092923176,-67.01938623780072,-55.9051209458417
756,21,12,is_surgical,-63.603435038698535,-70.55605800183693,-57.57586889066627
658,22,12,is_surgical,-63.67264471995347,-68.15684854109409,-55.79207175946783
560,23,12,is_surgical,-67.08984586875798,-74.7319189836874,-59.957099064056735
481,24,12,is_surgical,-65.74721670007887,-73.07621295004623,-59.02213609355539
427,25,12,is_surgical,-63.74645149839637,-72.84228316593553,-57.2758702587891
368,26,12,is_surgical,-65.08337170543768,-72.36875396142622,-57.041976137386
329,27,12,is_surgical,-67.94708211783285,-77.25628203182356,-58.65372891801965
282,28,12,is_surgical,-68.27338910000927,-77.65947130212342,-57.43059695249704
238,29,12,is_surgical,-65.62698199714106,-78.00893525834371,-56.051413251020136
211,30,12,is_surgical,-64.8272128456579,-73.97886563311226,-54.524009225853234
179,31,12,is_surgical,-65.21294864869071,-78.68593823633108,-52.33418398790363
155,32,12,is_surgical,-62.956968849284635,-79.71618321790044,-46.649959348407435
138,33,12,is_surgical,-61.69129544048283,-78.33676920684158,-44.78108760745607
117,34,12,is_surgical,-63.201329942982824,-81.99778312807624,-46.02061956758092
93,35,12,is_surgical,-65.56576015611753,-89.7557430911497,-46.61278632717875
81,36,12,is_surgical,-72.02739291006688,-93.46195314087171,-47.58737128443363
71,37,12,is_surgical,-66.94366059005716,-92.0765257052789,-34.66803012961881
60,38,12,is_surgical,-57.57351846501231,-85.442965962399,-31.494824745764816
54,39,12,is_surgical,-48.866810878737766,-73.73102029314109,-15.603172884482746
46,40,12,is_surgical,-38.70725872494609,-70.13892279795311,24.65975702108085
2215,5,13,is_surgical,-43.4621547860412,-54.10818177661247,-31.065177414238917
2181,6,13,is_surgical,-38.35804965195672,-50.088325427489565,-26.71843901457197
2155,7,13,is_surgical,-30.59085787700414,-41.89598973367981,-20.59572008270638
2121,8,13,is_surgical,-27.699089233221088,-38.7973746150293,-19.32626376126933
2074,9,13,is_surgical,-33.619647679492914,-42.72859358757486,-23.602211718542748
2012,10,13,is_surgical,-31.170381794348202,-43.692852210662494,-21.50887133324204
1943,11,13,is_surgical,-32.80032820285717,-40.81170857529793,-22.33485166994751
1871,12,13,is_surgical,-38.82178290508375,-46.84982655780263,-28.36470805696848
1762,13,13,is_surgical,-44.12606333729286,-51.9316609273433,-36.03684348863831
1629,14,13,is_surgical,-49.63933158909137,-57.02073062103227,-43.323826188010344
1517,15,13,is_surgical,-51.22363166219995,-60.250720857365025,-44.68704084359817
1373,16,13,is_surgical,-55.3738910655928,-64.23099448741218,-48.18749217254734
1234,17,13,is_surgical,-58.25850806526202,-65.65995149856445,-51.15186788617359
1100,18,13,is_surgical,-60.76094118066001,-66.49909320693064,-54.969633788840696
978,19,13,is_surgical,-60.90257417585684,-66.87522146711319,-54.80479695116509
862,20,13,is_surgical,-61.735989775583306,-67.00588535444513,-55.10027435596729
745,21,13,is_surgical,-62.100115874565745,-69.67000304857487,-54.81728619039188
658,22,13,is_surgical,-62.03665382173861,-69.91158797981782,-54.42382660416712
568,23,13,is_surgical,-65.12577673958896,-70.57506421841526,-57.049936518439324
488,24,13,is_surgical,-64.31132030742916,-72.69003654372275,-55.842544982128004
436,25,13,is_surgical,-61.045991804570036,-67.02755848587677,-52.27067220460131
377,26,13,is_surgical,-57.768898425202906,-67.1028010491118,-50.458847595796726
319,27,13,is_surgical,-60.71726501352987,-70.61562769619346,-52.05217198185477
274,28,13,is_surgical,-65.74206393802658,-75.22663865647127,-54.29476412811937
235,29,13,is_surgical,-68.01873931255739,-79.32582378996986,-56.77597883216575
204,30,13,is_surgical,-72.24098927636712,-82.7153610029431,-60.80011416038187
178,31,13,is_surgical,-68.49161213482185,-78.69822791415359,-56.003579456648026
152,32,13,is_surgical,-71.75843091914282,-83.89146490665257,-57.20262097329035
134,33,13,is_surgical,-71.9599169044902,-87.85724032789767,-55.581843202030996
114,34,13,is_surgical,-69.06031741875384,-87.84410652685867,-47.043567718464345
87,35,13,is_surgical,-68.84395868756675,-102.27992989517108,-46.61748725972552
71,36,13,is_surgical,-67.69079506620415,-88.97450066873989,-31.69633592047427
64,37,13,is_surgical,-71.23214286246579,-94.73633077234851,-34.00237917550416
56,38,13,is_surgical,-73.84660517381988,-102.27048103870302,-41.14516210324604
48,39,13,is_surgical,-53.144029474420165,-99.85747738829184,-5.907118932889375
46,40,13,is_surgical,-41.249193520862576,-89.01196176539963,19.90434388459326
2120,5,14,is_surgical,-59.14467428272806,-70.726334663053,-41.722846214488385
2082,6,14,is_surgical,-54.845555843123236,-66.81902783776323,-46.22135029187794
2056,7,14,is_surgical,-48.25323528995827,-60.612814281465745,-40.295496553184165
2019,8,14,is_surgical,-42.42133199679566,-51.239294558336155,-31.932459654486735
1973,9,14,is_surgical,-39.019584602627305,-48.96607294402975,-27.916611603718934
1929,10,14,is_surgical,-37.270384149394175,-47.24416959151327,-29.206091155727506
1876,11,14,is_surgical,-37.301818974433075,-46.29956947093157,-28.14208310080184
1808,12,14,is_surgical,-41.08240823583142,-48.91091754201611,-31.346867841317533
1699,13,14,is_surgical,-45.29558765882345,-54.66283140022253,-38.69844890483026
1562,14,14,is_surgical,-51.76189030889333,-58.902994411768475,-45.626354304984545
1428,15,14,is_surgical,-48.98315930200249,-55.76665687375137,-41.088036225034614
1290,16,14,is_surgical,-55.215899625456274,-60.54627311666292,-48.51345477298045
1162,17,14,is_surgical,-62.3466884178622,-70.06813702545142,-54.706964990414235
1041,18,14,is_surgical,-63.73956363022003,-70.21410921607574,-57.2544202308448
931,19,14,is_surgical,-64.22386397599516,-70.63512172219035,-56.895879998664924
830,20,14,is_surgical,-65.71296395972692,-72.43836437615946,-60.665200311510944
720,21,14,is_surgical,-66.63046336775534,-73.33226712282675,-60.744118662343396
636,22,14,is_surgical,-66.08728941539195,-72.9866249584841,-59.413301539695226
552,23,14,is_surgical,-66.6433750574574,-72.82623735692789,-60.39275388587566
475,24,14,is_surgical,-65.6963466353559,-73.09343725812698,-60.64470130552235
414,25,14,is_surgical,-60.94544924805328,-68.89673004551932,-53.21344947812369
366,26,14,is_surgical,-60.66920332710859,-68.06949115654521,-53.47426487240321
321,27,14,is_surgical,-60.28126567246059,-70.62716945331104,-52.318878266637
276,28,14,is_surgical,-64.71425001551887,-76.98004067438478,-56.77018127763256
242,29,14,is_surgical,-63.97388042891353,-75.71794357615036,-51.77410482915289
209,30,14,is_surgical,-68.24991300286524,-79.24113972937073,-55.23986295423663
174,31,14,is_surgical,-63.37250804757653,-77.75072244044844,-51.51223593437149
149,32,14,is_surgical,-63.183329834354396,-80.33970463072643,-52.53679032011834
133,33,14,is_surgical,-67.970776330083993,-84.4949645042924,-52.15275865854207
115,34,14,is_surgical,-69.04629428025765,-94.09572191436754,-52.4260916927266
95,35,14,is_surgical,-66.387094984876,-104.6489077314744,-42.05214025882802
84,36,14,is_surgical,-62.90702247431702,-95.83045852933785,-33.32811145414777
71,37,14,is_surgical,-68.99531974598358,-105.15168526906669,-39.934497250927905
67,38,14,is_surgical,-62.85587999046996,-97.89249338586811,-34.319463283187616
59,39,14,is_surgical,-67.67018863547452,-116.20561397501146,-36.552934997363565
53,40,14,is_surgical,-65.0826041888323,-135.9518776196146,-27.678725505365605
2011,5,15,is_surgical,-50.093435740621516,-66.74033895112274,-39.38690344933622
1981,6,15,is_surgical,-48.510820880271496,-60.56017630906649,-35.135378438482945
1949,7,15,is_surgical,-38.43401154993984,-50.75514886805411,-26.731025017726523
1921,8,15,is_surgical,-36.360998988356016,-47.85201922586961,-25.709361222055463
1872,9,15,is_surgical,-31.961359492486707,-42.8198420677852,-21.207089475481126
1833,10,15,is_surgical,-33.414437382575954,-42.17058718388202,-25.227989206916448
1779,11,15,is_surgical,-35.19067337265858,-43.41798832889185,-23.548864789923385
1709,12,15,is_surgical,-38.96113858906409,-48.20399477410419,-30.87150099967195
1606,13,15,is_surgical,-44.919502730559486,-53.57697018363774,-38.01013459598542
1483,14,15,is_surgical,-53.6082787117447,-61.570756990626194,-45.40896525671337
1370,15,15,is_surgical,-54.80873823775093,-62.141533069670004,-46.21632553391089
1265,16,15,is_surgical,-59.26414992078966,-65.89589125427861,-53.080827055235716
1136,17,15,is_surgical,-60.73884151829003,-67.05645393586644,-53.925147229427864
1028,18,15,is_surgical,-60.04251735796774,-66.81909084098868,-54.585073822858135
914,19,15,is_surgical,-60.75572170447364,-67.78345236588893,-54.808816761517136
821,20,15,is_surgical,-60.45102581377927,-69.02487136076678,-56.36799217565607
731,21,15,is_surgical,-64.97289958219147,-72.28088934219335,-59.04806509002415
638,22,15,is_surgical,-63.9632130815186,-69.74304738491205,-56.66154626898418
547,23,15,is_surgical,-64.60445987470666,-71.6375599328602,-56.68779935673328
481,24,15,is_surgical,-61.660658753300766,-70.54036246695668,-53.75205546762456
417,25,15,is_surgical,-61.16423122700715,-67.0540024013471,-52.12842717364495
365,26,15,is_surgical,-60.03291422825055,-69.45518328176573,-52.06191431182228
319,27,15,is_surgical,-56.4995239465423,-65.73970816513338,-49.43926471705416
271,28,15,is_surgical,-59.46351110913187,-71.50811270534967,-50.21883338612028
228,29,15,is_surgical,-60.14966281462472,-69.86451480245839,-48.15455963277981
200,30,15,is_surgical,-64.42214007662966,-76.13978678383444,-55.990041276727396
172,31,15,is_surgical,-63.101077211716984,-79.04260087782504,-53.127996561532456
151,32,15,is_surgical,-66.14389565402385,-81.80198069837604,-50.87458539268843
125,33,15,is_surgical,-69.02687637919118,-86.53983990861846,-55.87547465881681
113,34,15,is_surgical,-71.31160872721287,-91.6470758762737,-55.588955581046065
95,35,15,is_surgical,-72.73209398951147,-104.30361605332737,-55.64358499029811
80,36,15,is_surgical,-63.46290277411981,-91.9361232082511,-43.12038276717297
70,37,15,is_surgical,-68.92265569815135,-99.94810927467836,-43.12244584838788
65,38,15,is_surgical,-68.94746455111982,-101.33530094493003,-36.764374333943465
53,39,15,is_surgical,-60.12140963026707,-99.32579588553406,-26.619795384862613
47,40,15,is_surgical,-56.363242466672546,-119.380079115032,-16.84486786289682
1931,5,16,is_surgical,-58.58117814427959,-73.49493545761047,-44.77994998634907
1901,6,16,is_surgical,-48.345480756248975,-62.14093411273444,-36.16136842210594
1878,7,16,is_surgical,-38.153484506128734,-48.64498599108026,-24.118051860145385
1845,8,16,is_surgical,-37.50087138689719,-49.841003702448404,-26.844918435903736
1803,9,16,is_surgical,-37.80989171426506,-48.55117515968581,-30.277786544603572
1767,10,16,is_surgical,-36.957488517162886,-46.59856919798892,-23.92580686910449
1725,11,16,is_surgical,-39.53058214181516,-50.57798499125033,-30.784460295229195
1639,12,16,is_surgical,-38.03132654226249,-46.64174017120496,-28.598716146981104
1565,13,16,is_surgical,-42.600608735161245,-49.44154274775988,-36.30478242904809
1439,14,16,is_surgical,-51.61748212978745,-60.10168874589914,-44.112756796104776
1322,15,16,is_surgical,-54.711352097306275,-63.753939889582654,-49.21850395739344
1210,16,16,is_surgical,-55.19301832869877,-61.80595765632947,-47.67855673151189
1111,17,16,is_surgical,-60.38227170511189,-67.78990634245281,-55.341106720806124
1009,18,16,is_surgical,-61.6532755337802,-68.8529803919034,-55.62773565096836
894,19,16,is_surgical,-61.35035607767273,-70.30585770176447,-53.72772331642591
815,20,16,is_surgical,-64.30195044816676,-71.21900391417006,-58.413513765164396
723,21,16,is_surgical,-63.81217231321244,-70.45952087235912,-59.22063309240045
635,22,16,is_surgical,-65.336453603866,-74.10332891796332,-58.79309375311942
548,23,16,is_surgical,-65.61079183081031,-73.78114718819364,-59.92438525212867
480,24,16,is_surgical,-61.71224359186027,-69.58075898715362,-53.57955717783679
419,25,16,is_surgical,-59.66030053629544,-69.346041513935,-52.418197212299305
367,26,16,is_surgical,-59.40318221731553,-68.69257214448893,-50.05166051999734
312,27,16,is_surgical,-62.18633645285081,-70.98208034035682,-54.42339453338849
271,28,16,is_surgical,-63.12294223545331,-73.28751178289173,-54.10305459928276
236,29,16,is_surgical,-64.56299538334804,-74.37670545341601,-54.850264740534044
201,30,16,is_surgical,-66.13285762801371,-78.1139611715972,-54.710728555850096
171,31,16,is_surgical,-67.65036152138094,-82.4685591748262,-56.99637024342576
145,32,16,is_surgical,-62.942296292523935,-74.78819398483293,-52.040392805152635
130,33,16,is_surgical,-62.68586231908273,-78.40999061528493,-48.312204374815934
114,34,16,is_surgical,-65.3285493548286,-78.71710838712309,-50.55902488135837
95,35,16,is_surgical,-63.71089770408321,-84.63219498973262,-49.58383595974152
85,36,16,is_surgical,-63.848354511639116,-80.17004487492676,-42.996536400638774
74,37,16,is_surgical,-58.36190595689382,-88.23605810805603,-33.02830436293081
64,38,16,is_surgical,-68.39567547254401,-104.2803379236208,-37.16879921344875
56,39,16,is_surgical,-72.26840811242661,-112.4040101288058,-24.139020509966144
47,40,16,is_surgical,-81.48914967299928,-150.7134369800799,-43.77008330351774
1852,5,17,is_surgical,-50.90521895291437,-67.61264531181786,-38.92954549925423
1823,6,17,is_surgical,-41.52735161740921,-55.604186216367765,-30.32064258866663
1795,7,17,is_surgical,-39.687103210037634,-51.82131780958565,-26.42650982220374
1764,8,17,is_surgical,-37.686910936786546,-47.11510890405677,-25.843998358306237
1733,9,17,is_surgical,-37.55291399537066,-48.84809585194665,-24.673945616895878
1698,10,17,is_surgical,-37.74908769874327,-48.15344719610533,-26.433183750534994
1650,11,17,is_surgical,-37.01996223463479,-48.18032068594641,-29.6042222401868
1583,12,17,is_surgical,-41.28309244036842,-51.23385912946847,-32.19662726058155
1500,13,17,is_surgical,-41.39842380792777,-49.585962808677465,-33.208126430192124
1390,14,17,is_surgical,-52.98120325078537,-62.12563476013659,-44.80656043345192
1287,15,17,is_surgical,-53.443930601787855,-62.72009952882189,-46.14429148902644
1180,16,17,is_surgical,-56.268450031306315,-64.66552893521322,-48.14034676783257
1074,17,17,is_surgical,-58.47994271108578,-68.02921445515014,-50.53850729589183
964,18,17,is_surgical,-58.99503153153802,-65.9151877309638,-52.646543872619816
864,19,17,is_surgical,-60.722688337293675,-67.16473913186044,-53.39835286540628
773,20,17,is_surgical,-61.69750361532601,-70.80653958775176,-55.31278626143762
696,21,17,is_surgical,-62.31823738250657,-71.2267409587929,-55.46285250055965
615,22,17,is_surgical,-65.3381230984651,-70.39903422497443,-56.88874058235052
535,23,17,is_surgical,-63.256830754625014,-72.50301702157523,-55.40463671511131
473,24,17,is_surgical,-60.68019077696289,-68.97465713930126,-53.14777983369376
406,25,17,is_surgical,-61.319924397565416,-71.49706547935278,-53.12302262184133
358,26,17,is_surgical,-53.505986914778134,-65.83360048324411,-44.122299048284845
310,27,17,is_surgical,-50.924352728516055,-64.09516754671907,-41.03018111076139
277,28,17,is_surgical,-52.844109505313554,-64.04932642513225,-44.530762809712314
244,29,17,is_surgical,-48.59806042119183,-62.58077251668567,-39.99887013986566
213,30,17,is_surgical,-47.896129420527416,-60.73038557124164,-33.046118869036604
181,31,17,is_surgical,-46.92477373993802,-66.21392101371961,-34.18381811497997
156,32,17,is_surgical,-45.890257836267494,-66.02541183520702,-28.558341928088822
135,33,17,is_surgical,-41.19828529838287,-68.89475615342283,-22.881403478608178
119,34,17,is_surgical,-43.17900736948803,-65.10878227562966,-24.536029019936308
102,35,17,is_surgical,-39.00297836759108,-73.46688966165868,-14.26509521912456
90,36,17,is_surgical,-35.25940098642812,-64.20298615862106,-1.1889465381887874
77,37,17,is_surgical,-35.45854885634185,-78.35200613633316,-2.120472706040829
65,38,17,is_surgical,-29.703399262745336,-84.95429102765922,24.77760446842356
54,39,17,is_surgical,-26.090095414527013,-109.05865959739825,32.596254498946564
44,40,17,is_surgical,15.333601567119103,-112.22018142406353,150.4837447746487
1793,5,18,is_surgical,-48.29625820003139,-62.760194780230535,-33.7174926318703
1754,6,18,is_surgical,-43.80154332662153,-62.938014627169366,-30.501699394682618
1722,7,18,is_surgical,-41.79904437994364,-55.36115150236816,-29.013263293442748
1699,8,18,is_surgical,-37.89609465928777,-50.467908202273605,-25.199367943804873
1660,9,18,is_surgical,-44.028446935033685,-56.4401781507774,-31.435434022530472
1617,10,18,is_surgical,-37.043514248555624,-48.06271862378304,-22.372493866963794
1580,11,18,is_surgical,-36.80467070739934,-48.85343814756456,-27.380653572742943
1524,12,18,is_surgical,-40.0851771876967,-49.64626033308565,-30.610129342548476
1450,13,18,is_surgical,-43.632699170510136,-52.93819576612432,-33.63897101414048
1335,14,18,is_surgical,-53.15408595971775,-61.29710352222878,-46.146097125005696
1248,15,18,is_surgical,-54.165582758064204,-60.92388337835416,-47.56106072791866
1145,16,18,is_surgical,-60.35746108667695,-68.10294605149903,-53.028418927207866
1050,17,18,is_surgical,-61.77372981975762,-68.80234479884862,-55.19317528630438
953,18,18,is_surgical,-62.432404523079185,-69.4448741119268,-55.99194888367154
850,19,18,is_surgical,-60.56239362386373,-67.93749155708107,-54.698354305783965
764,20,18,is_surgical,-61.254266288556096,-69.38099728062454,-54.32687394706909
681,21,18,is_surgical,-62.1652232907056,-69.75333486167776,-55.76899541604419
606,22,18,is_surgical,-59.931288500092535,-67.20675858790943,-52.093398365180235
525,23,18,is_surgical,-57.415193402799645,-65.55628001596054,-49.69437834092949
465,24,18,is_surgical,-56.34304974994674,-64.1899972003454,-49.1363446781462
402,25,18,is_surgical,-52.809440118549645,-62.19981104113549,-45.70008535585012
356,26,18,is_surgical,-53.94606185581716,-64.37816679286777,-45.57914225803523
307,27,18,is_surgical,-49.920793166836035,-57.82315766978897,-39.75868253869885
273,28,18,is_surgical,-46.49164968930555,-55.63081969163278,-37.93900197081473
233,29,18,is_surgical,-44.6781965373867,-54.84315120342731,-33.85909956727201
204,30,18,is_surgical,-49.23538252851134,-60.50477235193725,-35.689913032108905
169,31,18,is_surgical,-51.552685151876545,-64.90095028116488,-39.87052382229402
152,32,18,is_surgical,-53.56649617200628,-67.80827724748988,-42.43836259252214
137,33,18,is_surgical,-51.27023895198201,-66.41238704097506,-36.58149665473513
118,34,18,is_surgical,-53.969779013730175,-70.25409308406284,-39.344458802073575
100,35,18,is_surgical,-56.30123228759544,-74.59874719097454,-32.4044978174029
89,36,18,is_surgical,-60.102921668780624,-76.43632045703393,-40.201667432231886
78,37,18,is_surgical,-57.44153966248791,-77.3725480512459,-41.05265924052952
67,38,18,is_surgical,-59.27294285110085,-82.96007835691142,-40.92220641410745
54,39,18,is_surgical,-67.18287232555383,-96.48260627403951,-40.217914102904246
44,40,18,is_surgical,-56.5368737316839,-90.89355730508814,-20.692969724391958
1737,5,19,is_surgical,-60.12740357140132,-71.3356399092267,-47.524659423455944
1693,6,19,is_surgical,-47.327086643467936,-60.61239021189277,-36.75940558869911
1671,7,19,is_surgical,-40.23921232557407,-53.25195873146072,-25.495512339868043
1639,8,19,is_surgical,-44.48540601474957,-57.01315365459433,-33.10341979849386
1614,9,19,is_surgical,-41.85458984591628,-54.48782428085278,-30.213213731693543
1570,10,19,is_surgical,-42.87599092372167,-54.54778723453606,-32.77664293738172
1524,11,19,is_surgical,-41.859996555517455,-50.26248864994639,-32.41692090715267
1475,12,19,is_surgical,-42.27422988660081,-50.41521852037812,-33.325242028409605
1404,13,19,is_surgical,-45.85921316953571,-54.89705622236022,-38.499436033229216
1308,14,19,is_surgical,-47.020308827117304,-55.79026079585401,-39.81866833705243
1215,15,19,is_surgical,-46.273416564699744,-52.99525112623638,-38.909578057846176
1114,16,19,is_surgical,-52.90163119316534,-61.563369691163075,-46.650423405809704
1020,17,19,is_surgical,-56.249886160370664,-63.01267516227739,-48.23665026318011
927,18,19,is_surgical,-58.16928911960852,-65.75034363546845,-50.935835621478645
838,19,19,is_surgical,-59.528454691011945,-65.87945147224528,-52.70871987985214
754,20,19,is_surgical,-60.414096021604394,-69.17330811372844,-53.534172869839836
686,21,19,is_surgical,-60.18726380390905,-67.37678075927514,-54.26100028818763
600,22,19,is_surgical,-56.256706880819024,-63.810374735712855,-49.51644071354394
520,23,19,is_surgical,-56.47953072878238,-63.701709156781874,-49.82862292797216
468,24,19,is_surgical,-53.86241501764286,-60.511063780806666,-45.124813673554485
403,25,19,is_surgical,-51.68577815915535,-59.36945089325758,-44.34326044003555
356,26,19,is_surgical,-53.93777316039032,-63.5201872457734,-45.571646570198055
304,27,19,is_surgical,-50.395134041389355,-60.63102873813605,-42.53420616523445
268,28,19,is_surgical,-48.703044331800356,-59.11742437136988,-36.58044633264171
235,29,19,is_surgical,-49.99330845745408,-60.894807802406945,-41.901722037468545
210,30,19,is_surgical,-49.05979767858321,-62.591546256305776,-38.55145531791905
180,31,19,is_surgical,-47.194992373735886,-62.39044411929629,-36.75636376877239
156,32,19,is_surgical,-43.16720559389674,-56.668259538901225,-31.719052054719242
135,33,19,is_surgical,-47.420305536614904,-62.72040193465631,-32.58263694764494
116,34,19,is_surgical,-39.71693715687448,-62.31728165959336,-23.043726656360008
94,35,19,is_surgical,-37.08920691569281,-55.68958945408983,-19.795247617324918
81,36,19,is_surgical,-35.92542388443525,-54.66040406469645,-9.043944028805868
69,37,19,is_surgical,-30.60103850248248,-63.343863743484604,-2.2732867377497428
61,38,19,is_surgical,-28.488685712982686,-55.312533838947076,3.897294507211882
53,39,19,is_surgical,-28.79562061917369,-51.95720162296274,-2.1197421091457613
38,40,19,is_surgical,-23.94411475083237,-97.44441167732944,26.19601800953194
1681,5,20,is_surgical,-53.052802839647825,-64.95263612490785,-38.11360999889908
1654,6,20,is_surgical,-50.76534278926542,-64.42479533321693,-36.16366335263288
1621,7,20,is_surgical,-44.752506445271194,-58.200767428354226,-31.11212214995308
1584,8,20,is_surgical,-39.039729434047814,-46.86115732778808,-25.729130037147343
1551,9,20,is_surgical,-34.542196565679205,-44.830757439055844,-23.97079257096297
1517,10,20,is_surgical,-30.513439304604816,-42.519522037119515,-22.17425403333229
1481,11,20,is_surgical,-31.331189763566698,-41.43112656703366,-20.792869425998788
1432,12,20,is_surgical,-32.64654884733844,-42.86364960651346,-23.09151769943847
1368,13,20,is_surgical,-33.57286331411407,-42.29968249579255,-24.373252619363427
1266,14,20,is_surgical,-40.33836070553417,-49.320931717883155,-32.841746656720886
1194,15,20,is_surgical,-41.333250784040274,-48.03342893938799,-33.74730164167963
1088,16,20,is_surgical,-48.15946305004235,-57.44424614103417,-41.79650094062407
1013,17,20,is_surgical,-51.57754378853289,-60.6588304804325,-42.73330040243232
908,18,20,is_surgical,-52.24991088696845,-59.8970343136842,-45.298071048729895
815,19,20,is_surgical,-51.83196135496519,-57.7227392934829,-45.7943584441951
729,20,20,is_surgical,-54.81508579577499,-63.344034521927654,-48.51586919565767
655,21,20,is_surgical,-56.99744097963065,-65.38763273559735,-49.470305770201634
586,22,20,is_surgical,-54.1393895699907,-60.8861801122971,-46.82192164609859
517,23,20,is_surgical,-56.340440478469986,-64.84044354232137,-48.736736736738635
457,24,20,is_surgical,-55.01756795768952,-62.617771893701445,-47.17097844750259
409,25,20,is_surgical,-55.82428393559269,-64.58094680625902,-49.44846006959267
356,26,20,is_surgical,-54.8197298374067,-62.47909130347193,-46.6390572756807
303,27,20,is_surgical,-52.1398779987972,-60.590155028389376,-42.70435483631323
272,28,20,is_surgical,-53.108579433879015,-64.41389478687233,-42.78988193369881
233,29,20,is_surgical,-53.14512218062541,-62.95510923560698,-40.63410491763517
